"age_cat","pregame_skill","skill_grade","alignment","mining_output","rare_gems","common_gems","easy_attempts","hard_attempts","epic_attempts","trivia_score","time_combat","time_overworld","time_space","time_played","combat_rating","play_style","device_os","device_age","spender","money_spent","demo_x1","demo_x2","demo_x3","demo_x4","demo_x5"
"20-29",105.3246745808,"C",0.944705076217251,4.85110664012001,2,63,2,19,5,9,3.17,21.1,7.41,50.68,1290.64083358566,"Fire","Apple",0,1,1.47,0.305794693063945,0.143519973615184,1.25675781356471,1.18235943731618,3.87629226345532
"60-69",101.352797864982,"C",0.0920160005955976,2.58269042088836,3,57,0,60,0,13,22.86,18.65,14.81,88.6,3956.01778638513,"Fire","Apple",0,0,0,0.695385729894042,0.625243972521275,0.161366303357248,0.26888972598752,1.4018248395445
"30-39",118.897746883806,"B",0.915480640963235,2.20234907131045,3,73,0,51,0,11,8.11,79.82,12.58,114.02,2159.69538375366,"Grass","Apple",1,0,0,0.973805350949988,0.228656456107274,-1.24760008319284,-0.211903004834413,2.05673374589436
"40-49",124.590108827916,"B",0.882083525549353,13.7754565778353,3,79,0,48,19,14,4.66,136.93,4.54,221.31,1827.26670693362,"Fire","Apple",0,1,1.61,0.569948467193171,0.814618383068591,0.535487036479226,1.70322451009861,1.24319294080208
"20-29",120.013093289709,"B",0.779184857657259,7.2352689189575,5,72,1,78,7,12,16.08,106.79,15.63,184.91,2758.12652490824,"Fire","Other",6,0,0,0.328043642453849,0.0969291161745787,0.354586625610052,-1.18972542664296,2.30267253646391
"70+",100.124872799384,"C",0.740440271812936,6.77886902529495,5,70,0,66,3,8,3.56,74.91,19.22,107.82,1789.96164054022,"Water","Apple",0,0,0,0.37546976422891,0.473883416270837,-1.03935784523721,-0.73404597298364,4.24184619088519
"13-19",75.2271532031655,"E",0.10743183103831,5.80621196442046,6,70,0,32,10,14,22.88,53.76,10.93,89.26,3182.19065080749,"Fire","Apple",0,1,0.55,0.220086798071861,0.514165235683322,2.65168209423561,1.37320576039536,1.79157955419503
"13-19",127.957551177079,"B",0.414769395160444,4.40625128260314,4,70,0,58,5,9,1.41,34.81,13.96,65.02,1673.19759726068,"Fire","Android",0,0,0,0.696488907327875,0.0269981138408184,-0.576438818937249,0.669652657916665,2.10274118063748
"30-39",125.962634242011,"B",0.620753958348225,6.37548873802181,1,62,5,31,8,12,49.38,77.68,46.68,241.17,6437.60218880638,"Psychic","Android",0,0,0,0.168977247085422,0.374781700549647,-0.444748561055475,2.43985592928396,3.57380849157816
"60-69",102.041250683577,"C",0.483016321050576,6.43192730648962,2,68,2,9,4,14,25.89,68.85,12.52,139.69,3690.47127193081,"Grass","Apple",0,1,4.65,0.474485292332247,0.97867224807851,-0.430878570619437,2.60717845112398,2.11507904179281
"13-19",108.52893743749,"C",0.787926432537287,10.3597542407806,8,66,0,212,10,14,15.25,119.59,22.32,276.82,2972.61038815622,"Water","Apple",0,1,9.59,0.695232129190117,0.201917886966839,0.207887782967227,3.33376443949771,3.68618122710336
"30-39",107.036206941698,"C",0.839728789626285,11.1388097988395,4,66,10,37,6,12,12.28,128.02,13.38,262.49,1677.14092698233,"Grass","Microsoft",1,1,11.37,0.744804285932332,0.123132656794041,2.17256497473249,1.05484142363214,2.09301384259863
"30-39",88.9095480796784,"D",0.947842063678653,7.96417770274734,2,65,0,52,1,13,4.73,24.29,29.72,66.31,1689.02305660391,"Water","Apple",2,1,16.45,0.00677564716897905,0.496266952482983,0.55728509590669,0.619579104793876,1.85640474906399
"60-69",104.638569312614,"C",0.0625247030545234,1.23925526061104,3,59,0,9,6,14,3.96,63.1,20.82,126.85,1629.40321315797,"Fire","Android",0,0,0,0.402346542803571,0.890016458462924,0.621519361796665,-0.768705352499718,0.771680809106579
"60-69",105.338785785572,"C",0.962057624609414,2.93466081441375,5,65,1,12,17,12,12.17,35.45,48.4,102.22,1784.62690209647,"Psychic","Apple",0,1,3.57,0.0921935674268752,0.259081247728318,0.468324491909118,0.890784164030142,2.54005656746678
"50-59",68.0972856422905,"F",0.39365296793881,6.82355329038675,6,61,0,12,3,13,4.86,30.45,16.17,63.73,866.660394766875,"Fire","Android",1,0,0,0.0835658344440162,0.766231758520007,0.0216638387219539,-0.464154403066339,1.34330206286732
"20-29",111.688724207297,"C",0.668544084643024,1.73794565996895,5,66,0,29,6,14,8.87,69.11,19.26,106.93,1934.2380934899,"Grass","Apple",0,0,0,0.5946766869165,0.809890981065109,0.543651274008001,0.543875642574536,3.27145402567116
"60-69",100.446791239939,"C",0.745203876038238,6.38136192520457,4,58,1,6,8,11,6.99,76.08,9.27,104.27,2141.88773792688,"Fire","Other",1,0,0,0.203231510706246,0.547080781543627,-0.340941525527639,0.463395624590688,1.94016829859804
"70+",109.845069723818,"C",0.721538547054182,5.46622439388561,3,77,1,25,6,10,4.17,43.82,69.01,191.47,1370.39621127793,"Ghost","Android",0,1,3.09,0.208897836273536,0.918231386924163,1.19120385055638,0.226463910392306,2.1963349194375
"60-69",109.755443759931,"C",0.870011527104131,12.5761911600824,1,66,0,21,15,13,25.83,78.05,11.17,118.03,3253.30306738438,"Fire","Android",1,0,0,0.975862869760022,0.15204084222205,-0.824610692947661,0.261741476877954,2.40448674356198
"13-19",95.0942546333348,"D",0.772700836009709,4.40912960868987,2,73,0,69,2,15,6.01,74.93,17.11,104.78,1668.98196289503,"Water","Apple",1,1,2.28,0.545068560866639,0.555251541081816,1.28856237637369,0.465201355008141,2.62349298485628
"60-69",94.1472333732406,"D",0.966090613856388,4.3159022532499,3,61,0,1,18,13,22.64,34.78,42.42,103.1,3053.60674637441,"Psychic","Android",1,0,0,0.83594476734288,0.0643635578453541,-1.48473809345445,0.623054319573847,2.48199743837585
"13-19",96.5338970460835,"D",0.324360440080583,8.61242783773911,1,75,1,24,5,11,21.77,73.44,0.37,154.73,2742.07121323934,"Fire","Apple",0,1,4.98,0.562183734029531,0.935246509267017,0.38400022125099,0.814258060342677,3.15268422880355
"70+",98.4265967095764,"D",0.753849414835152,4.28771687492772,5,68,1,43,3,9,0.64,63.16,18.77,149.23,988.176964061638,"Fire","Other",3,0,0,0.946663534035906,0.244192613521591,1.91832549906752,0.894116673521524,4.00409232687189
"13-19",86.4011233718793,"D",0.260288901322533,3.25708680385804,4,59,4,80,8,11,7.18,107.81,16.96,137.59,1163.20308402101,"Grass","Android",0,0,0,0.15745268529281,0.673396954778582,1.12289309938234,1.60095009125051,1.49923338715853
"70+",106.665934339258,"C",0.988194974751581,2.38580778610973,2,72,5,179,12,10,2.74,12.13,25.17,60.24,1416.4425161941,"Grass","Microsoft",0,0,0,0.221887328196317,0.206482355482876,0.448419047556115,1.91039224112685,1.68112895881876
"20-29",75.5467605705654,"E",0.338038371823223,8.41348952789435,3,64,0,25,10,11,2.59,73.53,45.36,193.71,1599.25529482291,"Psychic","Android",0,1,2.2,0.982984801754355,0.812507555121556,0.264644517730222,1.81200073743618,4.86859950055034
"30-39",84.3187014065769,"E",0.625910033601609,6.38261879338166,4,75,7,39,18,11,0.58,43.85,22.79,132.19,471.825130798899,"Water","Android",8,0,0,0.286154622444883,0.4955844739452,-0.948141738492641,0.196541501450503,1.53798944156998
"13-19",76.7101994042579,"E",0.887824806083583,5.04059791337277,2,66,8,7,8,14,8.34,70.75,11.48,137.85,2158.02845306119,"Water","Apple",1,1,0.98,0.0349757517687976,0.859364401549101,1.48242050078092,2.61125167196424,2.04504768724477
"30-39",104.442300410391,"C",0.563263401023407,2.95280276946817,3,69,0,18,18,12,12.06,113.41,17.41,253.9,1332.24723856405,"Fire","Android",0,0,0,0.181455194950104,0.274463880108669,-0.598695092316278,-2.90743329098876,3.08866807711332
"30-39",100.108817431757,"C",0.940099235528019,9.36078562564144,7,64,2,17,4,10,1.28,28.02,14.6,77.13,1255.19130021275,"Fire","Other",20,0,0,0.494205047842115,0.267446178244427,0.132126557069065,0.546472818632887,2.98312609532541
"70+",118.563840375932,"B",0.903956569858649,5.12652051505872,3,73,0,31,11,5,23.62,107.89,17.02,194.09,3284.61099628586,"Fire","Apple",0,0,0,0.139906055293977,0.837164487456903,1.33526716022523,0.872317474698157,4.1442880301439
"30-39",124.860831980557,"B",0.781784254923048,8.49316940361079,4,61,0,1,13,11,2.6,54.86,18.88,126.98,2212.2677570189,"Grass","Android",2,0,0,0.916492823744193,0.235469368286431,-0.176751961784424,0.0539155862446117,1.85083491948429
"70+",128.291976325413,"B",0.843268624281092,1.28868668009332,3,74,0,21,2,13,0.92,50.25,58.82,115.52,1811.5818818338,"Ghost","Apple",0,0,0,0.269327685935423,0.205714902142063,1.77043431695162,-0.739667221221097,1.54872141765217
"13-19",101.704916224719,"C",0.579804586061074,3.87689244938538,3,53,2,215,15,11,36.66,56.15,21.55,181.54,4566.87009414322,"Grass","Apple",0,1,8.95,0.922868256689981,0.21321520791389,1.02076955786247,0.713310716721922,2.4262684915572
"20-29",122.048011721977,"B",0.542565417427299,3.76663277978146,1,65,2,18,9,14,5.34,133.88,58.75,347.9,1686.74262622075,"Ghost","Android",0,1,16.16,0.975879971403629,0.5978030085098,1.39228899683125,2.87176816631238,3.37262683506536
"50-59",112.302553189273,"C",0.352205346229819,6.1191984825296,2,75,2,95,2,11,4.9,37,20.84,125.38,1621.59508616191,"Grass","Other",2,1,0.8,0.313232397427782,0.61321363854222,2.95357964978813,1.62590669091453,1.38415681800706
"20-29",108.27814131281,"C",0.811286372231401,6.93192464126747,1,60,0,68,21,17,10.06,21.83,14.54,65.28,2201.20449322076,"Fire","Android",0,0,0,0.768526572268456,0.302604007767513,-1.3668210431893,-0.126591694271385,2.50545680794928
"30-39",94.9504240436539,"D",0.463021177786285,13.1428447598751,7,52,0,33,28,16,12.84,35.34,27.54,87.43,2437.1113367823,"Water","Apple",0,1,1.1,0.972773883026093,0.407193873310462,1.69774715138357,0.4718966447504,1.42720847912991
"50-59",103.451923731275,"C",0.611048042708002,11.8892469072583,3,58,4,28,8,14,10.12,57.47,29.25,130.2,2183.48355327554,"Water","Microsoft",0,0,0,0.569090005708858,0.881952882511541,-0.205362798235172,-1.18674128419801,2.30136406699565
"20-29",84.9791207148532,"E",0.768943007451081,1.02707118868776,6,79,0,7,19,13,2.17,29.73,21.11,80.05,926.599685897189,"Fire","Apple",0,1,4.49,0.517624100204557,0.600731899496168,0.0486649169701391,1.35080655542018,3.45095976541078
"20-29",82.6827599048853,"E",0.809520624051546,7.73832251840366,5,57,4,10,11,12,0.42,89.67,15.93,113.13,829.894490839817,"Fire","Apple",0,1,10.84,0.723797842394561,0.507017477881163,0.446862210812405,1.4635837980184,2.06714736906153
"20-29",101.327546853396,"C",0.742197112122966,3.06164126184384,2,70,0,16,10,12,13.96,61.05,16.44,143.99,2392.65194949535,"Fire","Apple",0,1,2.59,0.616557315690443,0.613165644463152,2.34800280977651,0.857858880803902,3.53172298130283
"50-59",96.4531221692105,"D",0.933227422981155,8.82332821100412,2,67,5,33,23,12,1.67,73.93,22.22,146.7,896.166406795675,"Water","Apple",2,1,0.66,0.695388904539868,0.0632505496032536,0.339328980823513,-0.178209249538564,2.0705929639184
"13-19",113.736989835367,"C",0.358934752946151,9.88904103756743,2,75,0,18,12,13,0.72,39.79,52.88,176.03,965.202274240672,"Psychic","Apple",1,1,3.97,0.420957951806486,0.902465613558888,2.04666563843205,-0.894498703121753,2.80756237091839
"70+",129.755839092686,"B",0.758334210498355,8.31821543014841,4,69,6,28,10,14,17.56,30.39,17.05,94.41,2655.56129916655,"Fire","Apple",0,1,5.22,0.362976386677474,0.811899490887299,1.22100359817302,1.51982232269288,2.69704003340307
"70+",115.573785306216,"B",0.876896641330759,6.07684767907553,1,64,2,3,15,16,8.32,78.51,58.9,179.45,1762.16588873196,"Ghost","Android",1,0,0,0.247818782692775,0.00197784695774317,-0.271399459337579,-1.28315037689169,2.86033455365518
"70+",117.604472446391,"B",0.961633540728494,3.62009814027387,7,55,18,41,1,14,12.22,148.92,7.51,181.06,1995.76414877015,"Fire","Other",9,1,12.2,0.603509931825101,0.71343691740185,0.878085248514908,1.09216378385116,1.86563148563948
"40-49",101.960881808394,"C",0.627551851378027,6.0311850715263,6,72,5,32,4,13,0.02,98.38,19.99,168.92,937.373999588592,"Grass","Apple",0,1,10.82,0.95162937277928,0.961431325413287,-0.38841654090563,-0.270758294996819,2.47906413274494
"20-29",90.1826872132913,"D",0.927982204532828,4.14308558731261,1,84,2,9,8,10,3.12,55.6,64.62,126.36,183.669680074688,"Ghost","Android",2,0,0,0.106700188014656,0.412990469485521,-0.32092511559588,1.22466261848497,3.54897780251368
"70+",93.6054207427805,"D",0.469212321508631,5.70813166228682,6,73,1,6,11,10,15.91,92.6,18.66,177.8,2147.68693895003,"Grass","Apple",0,1,8.38,0.435882296180353,0.123551391530782,0.605390379614494,0.596465508837998,3.90787895448405
"20-29",122.751783705676,"B",0.511270868892419,4.28393943754469,1,85,2,33,9,11,8.39,52.48,10.58,109.03,2253.55520180927,"Fire","Apple",0,0,0,0.345296672079712,0.2545472944621,1.21744908476386,0.64152984355464,0.983836172126782
"40-49",135.240598282192,"A",0.800383651513471,17.5364161204783,8,76,3,55,10,12,1.3,16.29,22.94,68.15,1258.64595057852,"Fire","Android",2,0,0,0.870627781609073,0.556051413761452,1.19676878921746,-0.973053204192889,0.966736524420985
"30-39",75.903800402611,"E",0.762032163387758,4.74765094185126,8,72,1,18,18,14,14.24,109.26,21.71,209.06,1573.15044395677,"Water","Apple",0,1,7.67,0.592201021034271,0.126288817962632,2.83186293838772,0.65806239018758,2.93939809611754
"50-59",76.7682433221511,"E",0.553584911199732,3.79747148379244,8,72,2,10,8,10,9.6,67.62,27.96,106.72,1460.66073627991,"Grass","Android",0,1,2.1,0.67085100710392,0.910291528329253,-0.296480226589647,0.097043065953796,2.88176162750888
"40-49",104.714284023375,"C",0.728851471273848,6.81517005170038,4,87,2,4,8,11,12.84,43.32,16.32,75.92,2244.73210894254,"Grass","Apple",0,1,5.58,0.660199203994125,0.00837436248548329,-0.808651805881181,0.443308754628418,0.986268569106904
"70+",95.2059585088093,"D",0.893897397268015,5.27328388688731,4,64,8,23,21,16,2.13,15.21,17.66,44.5,501.404578273575,"Grass","Apple",0,1,6.86,0.130855974275619,0.886908948188648,0.268222346509391,1.85023846078115,1.48703346350185
"30-39",108.385882634552,"C",0.826310385281862,3.13537716632882,4,65,17,10,3,13,4.9,38.82,2.88,51.8,1065.95731037942,"Fire","Microsoft",0,0,0,0.284110674634576,0.466953222174197,-1.47986152954449,-0.831299481169959,2.85735671353713
"50-59",107.764480890771,"C",0.396020918481417,8.83709847470072,3,82,0,29,15,11,1.89,92.25,16.98,163.7,1146.0517443308,"Fire","Apple",1,1,1.93,0.936101920437068,0.963173983152956,1.24380773925549,0.0152235540536546,0.893498510500698
"70+",91.1613819215723,"D",0.611957733515158,9.53831977666974,4,67,2,26,4,8,4.54,88.05,14.95,180.46,338.114589998599,"Grass","Apple",2,0,0,0.498656412353739,0.972032612655312,-1.78218991013799,-0.927997601416484,3.65483430259689
"13-19",95.6573018547627,"D",0.584954681405315,4.91622253618013,5,59,11,49,5,11,13.13,37.55,26.62,96.55,1524.16784005459,"Water","Apple",2,0,0,0.11984959919937,0.185222935862839,1.72063721401297,-0.19480622228888,2.27573563374389
"40-49",60.2136752868758,"F",0.99506323018173,9.05387338675654,8,71,2,1,3,10,23.95,78.24,13.48,188.59,2513.19513728782,"Fire","Apple",0,0,0,0.834564381977543,0.0991802485659719,0.59251519681236,0.47324552666613,2.74448186147258
"13-19",107.125855164455,"C",0.702310139413459,6.37979671934083,2,78,3,3,2,11,0.47,114.24,16.35,176.54,1224.40056796964,"Grass","Apple",1,1,4.21,0.838651273399591,0.20112662948668,1.48187587366288,0.859670549598299,1.9194211644874
"60-69",107.706691264776,"C",0.75041283430324,4.5710664239955,3,71,2,43,28,8,9.13,68.89,60.56,264.56,1287.91777859009,"Ghost","Apple",0,1,4.75,0.562474916456267,0.0792820821516216,2.85889889700408,2.76333912716293,1.93069122495111
"20-29",91.7701844865467,"D",0.893642146130497,4.26239312325208,7,66,0,31,25,10,11.14,25.12,27.09,86.1,2122.71105948094,"Water","Android",0,0,0,0.0514051136560738,0.4779523818288,0.911156657407948,1.05544283882292,3.02495101414749
"13-19",74.0959731994067,"E",0.930876368186521,2.69008723665407,3,74,2,59,4,7,2.69,107.37,18.98,215.26,1326.7154025071,"Fire","Android",0,0,0,0.899378483183682,0.932763263816014,-1.11181357261705,-1.45494182435007,3.20874080505274
"60-69",98.5736935570838,"D",0.440402328549489,2.89365636872321,4,72,0,35,3,12,13.75,46.75,13.89,117.18,2454.31446781299,"Grass","Microsoft",1,0,0,0.330007998505607,0.924184961244464,-0.347294642490815,-0.499460104688014,2.23685780285245
"60-69",85.3188785157317,"D",0.288033009796977,5.60041486817266,1,76,4,33,8,11,21.95,89.84,41.56,268.06,4481.9971343261,"Psychic","Apple",0,1,2.34,0.805458294693381,0.319015686400235,1.31980915684358,0.441883878443469,-0.300956443974617
"50-59",102.195588159843,"C",0.884186362835738,4.43310883506815,3,74,4,19,18,17,0.62,23.7,9.85,52.01,865.179524463308,"Fire","Android",1,0,0,0.829728304874152,0.512056024279445,-1.96732027116649,0.229097707422198,2.23155602254899
"20-29",75.7737155561415,"E",0.959679356774871,5.21039817831947,4,68,2,11,5,12,5.58,163.13,62.49,376.76,1109.04964538199,"Ghost","Android",1,0,0,0.233576683793217,0.641073758015409,0.171621484660641,-0.367493152664118,2.0619554149693
"13-19",102.868193558891,"C",0.103526085648026,4.80480789406709,4,69,3,10,3,9,15.38,98.95,25.58,178.61,2189.46924407167,"Water","Microsoft",2,1,2.59,0.711168652866036,0.280248347437009,2.13230667760041,2.34082198717944,2.4932430596824
"20-29",98.9906827449072,"D",0.985824746960081,6.38541140657934,5,66,3,114,11,8,16.49,46.64,46.3,117.56,2840.40532772821,"Psychic","Apple",0,1,14.61,0.134031862020493,0.376766987843439,2.64647477849621,-0.343010175651048,2.12003509659835
"20-29",109.845208690097,"C",0.843874403817308,1.13899316744509,7,62,2,15,26,9,5.68,97.14,15.96,139.05,2142.59980776812,"Water","Apple",3,0,0,0.0894200114998966,0.094230538001284,-0.337771134896084,-0.259165289952162,3.63360584090454
"13-19",98.0736822882327,"D",0.86760943678953,6.77715933935318,4,64,10,30,13,13,18.57,69.71,14.12,161.41,2519.76504218938,"Water","Apple",1,1,0.6,0.108169408980757,0.649122327566147,-0.064718730301025,0.259171726110669,1.94086378481799
"50-59",85.9805334935132,"D",0.664675657728865,3.78638785020227,4,62,0,23,10,14,1.45,119.68,15.17,157.22,1797.77604346902,"Grass","Apple",0,1,12.05,0.137078093597665,0.849340396001935,1.62935538156563,2.34314479190294,3.82933626037922
"50-59",118.849172935697,"B",0.625134064554312,5.25976394328607,7,62,7,17,4,14,2.72,57.91,43.43,124.01,877.881684704087,"Psychic","Apple",0,1,31.18,0.0573682084213942,0.604533636011183,0.269195177169136,1.644600566414,0.61278138100214
"70+",101.205659170711,"C",0.520083792728751,9.82271831597038,6,64,2,15,7,9,2.88,31.06,38.18,140.33,1879.28183428177,"Water","Apple",3,0,0,0.918266457505524,0.212465180084109,-0.187838417663101,1.35258411840095,1.0551692841843
"40-49",116.736326623681,"B",0.536375310227945,3.10290272346298,4,74,8,52,2,16,6.89,15.25,22.16,60.91,2787.50831013244,"Fire","Apple",1,1,2.74,0.849799438845366,0.042176307644695,-0.435495693538484,2.05685391588712,0.224236405205831
"50-59",91.6948719722301,"D",0.83507606661457,9.3372651265389,3,69,3,42,6,15,8.03,74.26,24.15,202.42,1624.59980007241,"Fire","Apple",0,1,32.56,0.90932914824225,0.29326955229044,0.810138007204253,1.81542554295087,0.848129512246556
"20-29",117.076393457019,"B",0.455612578840571,2.84408028826749,4,79,3,23,4,9,11.66,60.53,12.76,165.56,2823.02755095382,"Grass","Apple",0,0,0,0.15211524697952,0.270505005260929,0.21641797493648,0.155126670099313,1.96543651797913
"40-49",114.119006115042,"C",0.655350576782879,2.60538396084118,4,73,1,16,5,14,2.91,14.08,12.19,34.24,716.002306603006,"Grass","Apple",0,1,10.01,0.258166847284883,0.0014236606657505,1.98797910493829,1.37948172358446,0.558549567836184
"60-69",110.537039848386,"C",0.894473233563775,13.6954227223027,3,63,1,36,4,12,2.93,61.82,41.06,105.94,1426.72828782977,"Psychic","Apple",0,1,5.27,0.215360601199791,0.701160001102835,2.10908319584922,1.28448771300862,1.55684079030752
"13-19",140.26502332183,"A",0.707858963223523,7.03092084170724,6,66,3,17,12,12,28.54,60.41,55.64,221.1,3886.29091742745,"Psychic","Android",0,1,9,0.798370134783909,0.598524324363098,2.22432119020315,0.694483715491744,2.78591964503537
"30-39",143.94919110966,"A",0.613336237934439,4.81423120980862,4,83,4,50,8,15,33.74,96.13,45.6,230.21,5217.0067440788,"Psychic","Android",0,1,2.66,0.956361269345507,0.577868189197034,0.995766711801093,2.29724138134088,1.55158656806677
"20-29",77.658089262106,"E",0.85829255120947,4.98279223172609,3,63,1,6,1,11,15.33,35.45,28.99,112.67,906.274033604261,"Water","Apple",1,1,12.18,0.107819488272071,0.455243054777384,1.60263454877435,0.540061012868404,4.2460770815782
"50-59",86.6351997341162,"D",0.0721726031617779,9.83133964603201,3,69,1,121,9,11,2.92,111.15,14.2,193.98,1332.21086033454,"Fire","Apple",0,1,0.07,0.668965608580038,0.3965334657114,1.53407538580152,2.28114891668444,2.22211198205595
"40-49",69.6044094976761,"F",0.792732983481816,4.25426834767271,4,57,5,9,7,12,10.87,168.6,27.94,355.44,1256.45718972492,"Water","Apple",1,1,19.3,0.344260843237862,0.362360629718751,-0.248771470936721,1.18045330992698,2.66282938306835
"40-49",105.41993893833,"C",0.929100098967401,11.8075903344019,10,72,0,16,3,11,4.06,75.78,13.66,125.43,2231.59221369932,"Fire","Android",0,1,7.8,0.159539396874607,0.148082517785951,1.73762020824343,-0.232922292842559,2.43215230581227
"13-19",109.976235986657,"C",0.300358372561676,9.72265752993917,6,74,0,24,5,11,1.91,14.08,61.22,144.15,1643.18922771418,"Ghost","Apple",0,1,4.27,0.0225794964935631,0.6277729163412,-0.587891771038633,1.76271619404122,2.43108002254077
"50-59",90.3718958109343,"D",0.434458673929831,7.30442445493002,11,70,0,53,8,14,10.05,89.92,18.86,208.98,1941.02251011579,"Fire","Android",2,1,2.8,0.976121701067314,0.727257669437677,0.535967878157397,-0.856363138471247,1.55108929528138
"13-19",99.1104803117959,"D",0.604025573212436,2.54654430483615,7,82,0,105,7,11,0.97,33.69,11.49,90.96,745.92130497415,"Fire","Apple",1,1,30.52,0.739269359968603,0.485183998476714,0.76824306067114,1.26698777208818,1.33451238213094
"70+",116.844776616932,"B",0.580524712129992,9.69482889274208,5,63,0,19,8,13,6.57,130.9,13.98,273.1,932.821587053658,"Grass","Apple",0,1,3.65,0.699476047651842,0.269769670208916,0.722814042063072,0.913286381947742,2.87491731249082
"30-39",81.6605928745429,"E",0.95263554216076,7.60170484564458,4,65,2,63,12,10,1.4,93.26,35.22,172.86,869.807114295084,"Water","Apple",2,1,2.62,0.672697235131636,0.023297278676182,1.60938462871776,2.09202094497097,2.16520405738987
"60-69",102.635863363645,"C",0.651882318215845,8.27957000581033,3,72,1,37,6,15,16.06,24.14,41.04,129.26,2882.9420092825,"Psychic","Android",0,0,0,0.741087513742968,0.764127221656963,-0.265171118979447,0.410747541811451,1.56333039490976
"60-69",93.7133196732277,"D",0.848987066468984,2.89760256384904,1,71,0,5,4,12,0.44,38.37,27.46,82.3,923.719587292137,"Water","Microsoft",0,0,0,0.94535517715849,0.0583179846871644,0.950728511137633,0.584839516447592,1.65058034409706
"60-69",102.68266014158,"C",0.600646620967583,2.22937576505018,2,77,1,9,6,12,7.74,31.99,20.57,109.24,1853.54013704377,"Grass","Apple",0,0,0,0.193458965746686,0.976807256229222,-0.340708485737749,0.0812907829709599,1.73590070866777
"70+",82.3626211044379,"E",0.263638898000474,7.24988193872577,2,76,1,4,14,10,4.04,153.7,13.19,206.89,102.073883949983,"Fire","Other",3,0,0,0.0165934395045042,0.519017380429432,-0.193186734976208,-1.3630904891737,3.92343606609457
"30-39",80.1920982265588,"E",0.0405084864357682,5.1170255647045,8,75,3,10,13,14,4.23,85.76,13.49,151.67,1424.91116771949,"Fire","Microsoft",1,1,3.39,0.807118165306747,0.782044255640358,-0.97109175511635,0.229723579693853,1.70460053508422
"13-19",80.1207200150831,"E",0.60188485185994,4.7468169551073,3,79,5,5,8,9,42.53,82.9,13.28,224.33,4820.8777616243,"Fire","Apple",0,1,2.23,0.371426373720169,0.360942485742271,1.31095495862951,0.22198069802361,1.7752772393007
"40-49",70.8197062487477,"E",0.867140987216234,2.47532736302601,8,71,4,1,7,12,3.98,82.37,24.49,161.27,677.638646854461,"Water","Android",1,1,4.05,0.0468398567754775,0.00974665372632444,2.53747005965628,1.16423416895928,1.91474378677157
"20-29",92.9214498694926,"D",0.591784249175486,2.30011325182006,5,77,0,14,6,12,14.36,86.62,23.74,241.98,3296.17354639346,"Water","Android",1,0,0,0.0447229840792716,0.639553589280695,-0.369238387171458,-1.10337365497747,0.477762019996213
"40-49",82.1346275933186,"E",0.674647840152313,11.6837612971532,7,83,3,64,19,11,7.45,76.27,14.51,157.92,2109.20407358289,"Fire","Apple",0,1,2.65,0.306736079975963,0.0130328959785402,1.14770587034965,0.236842008052839,0.0295663350638873
"40-49",109.005234929923,"C",0.72811588192159,4.20398986121688,4,78,0,86,6,9,57.31,36.93,12.74,138.57,7032.49667125974,"Fire","Microsoft",0,1,11.08,0.802369734505191,0.691311712842435,2.13356451837158,1.41368381263396,2.43064275155305
"70+",100.862432638727,"C",0.156830231418211,6.42989336985809,4,59,0,41,4,16,2.74,120.54,50.56,288.18,479.263781805799,"Psychic","Microsoft",0,1,1.11,0.125648178858683,0.527594945160672,1.01797222437223,2.58942050635762,1.12844103947937
"70+",122.872632727316,"B",0.985893415824487,13.5387223533914,2,71,0,78,9,10,9.75,83.91,20.56,212.06,2578.67849562232,"Water","Apple",0,1,10.61,0.129023150773719,0.452760108280927,0.339457113847647,0.0638709888305617,2.02986982252697
"50-59",92.1729653730095,"D",0.676518554525397,5.30340579313738,4,83,0,16,2,11,4.98,67.83,5.84,93.55,1721.52038100342,"Fire","Apple",0,1,8.61,0.846906403778121,0.254387354711071,0.648089648436683,0.951300955079546,1.94984682260061
"13-19",113.161467234776,"C",0.63951758212172,12.23648811484,8,62,2,30,8,14,1.54,86.92,23.31,189.42,659.747096895,"Water","Android",1,1,8.25,0.868905221810564,0.665611256845295,0.565969701965364,-0.117039043328265,4.14327044866859
"60-69",95.3135445854441,"D",0.958060759436994,6.7906234386344,5,75,0,57,12,10,23.62,74.73,27.16,147.56,3129.33779749213,"Water","Apple",2,1,2.48,0.401007029460743,0.290817136876285,0.110885344336322,-1.688310321405,1.95546292016704
"50-59",117.054358015376,"B",0.968840628690023,2.33607285046329,8,80,2,53,9,14,24.56,113.71,27.89,200.06,4796.41092175861,"Water","Android",4,0,0,0.636994960717857,0.593350804410875,-0.113870726916352,0.232921655738334,1.20983959263406
"13-19",107.20240477111,"C",0.577830339773232,2.49557618084791,2,70,2,14,12,13,1.74,65.83,26.04,120.42,1572.52972244493,"Water","Microsoft",4,0,0,0.966684686485678,0.465441750595346,-0.833203177271323,0.884371154413372,0.794250841507021
"50-59",106.977016993152,"C",0.194303183200004,15.6345955375045,3,64,3,4,17,14,49.86,64.33,20.23,262.18,5471.06042843838,"Grass","Android",0,0,0,0.778871919726953,0.765339479548857,0.95149719615817,1.63424102525584,0.815097695497694
